Date,Twitter Publication Count (L1),(R1) Open,(R1) High,(R1) Low,(R1) Close,Twitter Positive Sentiment Count,Twitter Negative Sentiment Count
10/8/24,477,410.9,415.66,408.17,414.71,38,-49
10/7/24,217,416,417.11,409,409.54,9,-4
10/4/24,600,418.24,419.75,414.97,416.06,25,-36
10/3/24,616,417.63,419.55,414.29,416.54,70,-14
10/2/24,638,422.58,422.82,416.71,417.13,15,-26
10/1/24,461,428.45,428.48,418.81,420.69,16,-27
9/30/24,237,428.21,430.42,425.37,430.3,8,-15
9/27/24,534,431.52,431.85,427.47,428.02,11,-29
9/26/24,845,435.085,435.3,429.13,431.31,20,-120
9/25/24,731,429.83,433.119,428.57,432.11,28,-20
9/24/24,728,433,433.35,426.1,429.17,19,-52
9/23/24,346,434.28,436.46,430.3889,433.51,28,-12
9/20/24,648,437.22,439.24,434.22,435.27,40,-12
9/19/24,727,441.225,441.5,436.9,438.69,31,-33
9/18/24,1271,435,436.03,430.41,430.81,142,-25
9/17/24,931,440.23,441.85,432.27,435.15,206,-16
9/16/24,202,430.6,433.53,428.22,431.34,14,-11
9/13/24,928,425.825,431.83,425.46,430.59,37,-206
9/12/24,502,423.31,427.3692,419.75,427,35,-61
9/11/24,522,415.5,423.99,409.58,423.04,31,-25
9/10/24,417,408.2,416.33,407.7,414.2,15,-10
9/9/24,174,407.24,408.65,402.15,405.72,8,-7
9/6/24,435,409.06,410.65,400.8,401.7,15,-32
9/5/24,417,407.62,413.1,406.13,408.39,12,-29
9/4/24,528,405.91,411.24,404.37,408.9,11,-30
9/3/24,248,417.91,419.88,407.03,409.44,7,-11
9/2/24,179,,,,,8,-7
8/30/24,511,415.6,417.49,412.13,417.14,25,-14
8/29/24,534,414.94,422.05,410.6,413.12,29,-30
8/28/24,432,414.88,415,407.31,410.6,20,-28
8/27/24,412,412.86,414.36,410.25,413.84,13,-16
8/26/24,196,416.365,417.2799,411.34,413.49,5,-10
8/23/24,459,416.98,419.26,412.09,416.79,21,-25
8/22/24,600,424.36,426.7899,414.61,415.55,16,-28
8/21/24,601,424.075,426.4,421.72,424.14,26,-28
8/20/24,388,421.7,425.86,421.64,424.8,17,-14
8/19/24,198,418.96,421.75,416.46,421.53,3,-7
8/16/24,448,420.6,421.34,417.3,418.47,29,-16
8/15/24,414,419.8,421.11,417.66,421.03,21,-9
8/14/24,465,414.8,417.72,412.4456,416.86,22,-21
8/13/24,442,409.59,414.95,409.57,414.01,13,-22
8/12/24,308,407.06,408.76,404.2434,406.81,9,-16
8/9/24,730,404.03,408.05,402.2624,406.02,24,-60
8/8/24,606,402.44,405.86,399.9407,402.69,27,-47
8/7/24,698,408.635,410.08,397.47,398.43,18,-79
8/6/24,689,400,405.67,398.5,399.61,36,-78
8/5/24,409,389.17,401.04,385.58,395.15,17,-40
8/2/24,813,412.49,415,404.34,408.49,70,-74
8/1/24,1611,420.785,427.46,413.0901,417.11,152,-264
7/31/24,4332,420.495,421.775,412.21,418.35,469,-714
7/30/24,954,427.72,429.05,417.36,422.92,62,-90
7/29/24,494,431.58,432.15,424.7042,426.73,27,-29
7/26/24,661,418.2,428.915,417.27,425.27,22,-70
7/25/24,773,428.8,429.8,417.51,418.4,14,-78
7/24/24,616,440.45,441.48,427.585,428.9,35,-68
7/23/24,797,443.895,448.39,443.1,444.85,21,-147
7/22/24,704,441.79,444.6,438.9125,442.94,6,-135
7/19/24,4896,433.1,441.14,432,437.11,30,-1626
7/18/24,790,444.34,444.65,434.4,440.37,25,-26
7/17/24,744,442.59,444.85,439.18,443.52,21,-73
7/16/24,445,454.22,454.3,446.66,449.52,18,-24
7/15/24,197,453.3,457.26,451.43,453.96,12,-8
7/12/24,620,454.325,456.36,450.645,453.55,22,-24
7/11/24,839,462.98,464.78,451.55,454.7,34,-35
7/10/24,859,461.22,466.46,458.855,466.25,41,-43
7/9/24,647,467,467.33,458,459.54,38,-26
7/8/24,265,466.55,467.7,464.46,466.24,17,-13
7/5/24,214,459.61,468.35,458.965,467.56,11,-16
7/4/24,444,,,,,24,-61
7/3/24,583,458.19,461.02,457.88,460.77,66,-15
7/2/24,522,453.2,459.59,453.113,459.28,56,-23
7/1/24,264,448.66,457.37,445.66,456.73,17,-13
6/28/24,654,453.07,455.38,446.41,446.95,40,-95
6/27/24,543,452.175,456.17,451.77,452.85,40,-26
6/26/24,687,449,453.6,448.19,452.16,36,-134
6/25/24,608,448.25,451.42,446.75,450.95,43,-84
6/24/24,300,449.8,452.75,446.41,447.67,36,-8
6/21/24,662,447.38,450.58,446.51,449.78,115,-45
6/20/24,623,446.3,446.53,441.27,445.7,194,-20
6/19/24,1774,,,,,708,-32
6/18/24,748,449.705,450.14,444.89,446.34,97,-28
6/17/24,328,442.585,450.94,440.72,448.37,26,-11
6/14/24,1018,438.275,443.1376,436.721,442.57,81,-76
6/13/24,1038,440.85,443.39,439.37,441.58,218,-32
6/12/24,916,435.32,443.4,433.25,441.06,62,-28
6/11/24,888,425.475,432.82,425.25,432.68,28,-17
6/10/24,679,424.7,428.08,423.89,427.87,16,-20
6/7/24,991,426.2,426.28,423,423.85,97,-70
6/6/24,1115,424.01,425.31,420.58,424.52,169,-41
6/5/24,677,417.81,424.08,416.3,424.01,26,-62
6/4/24,775,412.43,416.44,409.675,416.07,16,-78
6/3/24,306,415.525,416.43,408.9234,413.52,11,-7
5/31/24,576,416.75,416.75,404.51,415.13,29,-33
5/30/24,475,424.3,424.3,414.24,414.67,17,-12
5/29/24,585,425.69,430.94,425.69,429.17,21,-20
5/28/24,281,429.63,430.82,426.6,430.32,17,-7
5/27/24,250,,,,,9,-12
5/24/24,759,427.19,431.055,424.41,430.16,24,-35
5/23/24,960,432.97,433.6,425.424,427,34,-64
5/22/24,1485,430.09,432.41,427.13,430.52,52,-32
5/21/24,1322,426.825,432.97,424.85,429.04,35,-19
5/20/24,295,420.21,426.77,419.99,425.34,11,-14
5/17/24,740,422.54,422.92,418.025,420.21,24,-22
5/16/24,676,421.8,425.42,420.35,420.99,43,-13
5/15/24,558,417.9,423.81,417.27,423.08,15,-19
5/14/24,735,412.02,417.49,411.55,416.56,14,-32
5/13/24,402,418.01,418.348,410.82,413.72,7,-26
5/10/24,665,412.935,415.38,411.8,414.74,16,-20
5/9/24,1075,410.57,412.72,409.1,412.32,24,-40
5/8/24,906,408.17,412.23,406.7132,410.54,33,-52
5/7/24,557,414.66,414.67,409.09,409.34,25,-23
5/6/24,261,408.76,413.93,406.3701,413.54,14,-11
5/3/24,703,402.28,407.15,401.86,406.66,33,-17
5/2/24,959,397.66,399.93,394.6515,397.84,25,-50
5/1/24,1091,392.61,401.7199,390.31,394.94,44,-154
4/30/24,819,401.49,402.16,389.17,389.33,58,-18
4/29/24,342,405.25,406.32,399.19,402.25,54,-5
4/26/24,3196,412.17,413,405.7601,406.32,672,-75
4/25/24,981,394.03,399.8899,388.03,399.04,47,-36
4/24/24,700,409.56,412.47,406.78,409.06,36,-17
4/23/24,681,404.235,408.2,403.06,407.57,31,-26
4/22/24,367,400.08,402.85,395.75,400.96,9,-16
4/19/24,702,404.03,405.48,397.77,399.12,16,-39
4/18/24,719,410.63,411.89,403.95,404.27,26,-22
4/17/24,579,417.25,418.88,410.33,411.84,21,-11
4/16/24,693,414.57,418.4,413.7301,414.58,26,-64
4/15/24,280,426.6,426.82,413.43,413.64,12,-17
4/12/24,554,424.05,425.1794,419.77,421.9,38,-52
4/11/24,582,425.82,429.37,422.36,427.93,17,-18
4/10/24,866,422.19,424.03,419.7,423.26,13,-28
4/9/24,548,426.44,427.74,421.62,426.28,9,-17
4/8/24,266,425.17,427.28,423.3,424.59,8,-11
4/5/24,619,420.01,426.51,418.32,425.52,31,-58
4/4/24,591,424.99,428.67,417.57,417.88,23,-71
4/3/24,604,419.73,423.26,419.085,420.45,17,-65
4/2/24,644,420.11,422.38,417.84,421.44,25,-21
4/1/24,317,423.95,427.89,422.22,424.57,18,-14
3/29/24,462,,,,,8,-5
3/28/24,491,420.96,421.87,419.12,420.72,8,-16
3/27/24,503,424.44,424.45,419.01,421.43,25,-15
3/26/24,507,425.61,425.99,421.35,421.65,32,-16
3/25/24,305,425.24,427.41,421.61,422.86,16,-14
3/22/24,809,429.7,429.86,426.07,428.74,41,-32
3/21/24,651,429.83,430.82,427.16,429.37,23,-29
3/20/24,1006,422,425.96,420.66,425.23,30,-12
3/19/24,586,417.83,421.6656,415.55,421.41,12,-13
3/18/24,284,414.25,420.73,413.78,417.32,8,-10
3/15/24,1064,419.29,422.6,412.79,416.42,115,-45
3/14/24,671,420.24,427.82,417.99,425.22,20,-15
3/13/24,583,418.1,418.18,411.45,415.1,43,-29
3/12/24,489,407.62,415.57,406.79,415.28,11,-32
3/11/24,286,403.762,405.68,401.26,404.52,15,-30
3/8/24,540,407.96,410.42,404.33,406.22,34,-14
3/7/24,814,406.12,409.78,402.24,409.14,27,-33
3/6/24,674,402.97,405.16,398.39,402.09,34,-37
3/5/24,586,413.96,414.25,400.64,402.65,41,-14
3/4/24,266,413.44,417.35,412.32,414.92,10,-5
3/1/24,873,411.27,415.87,410.88,415.5,40,-18
2/29/24,702,408.64,414.2,405.92,413.64,11,-39
2/28/24,763,408.175,409.3,405.3201,407.72,31,-53
2/27/24,918,407.99,408.32,403.85,407.48,39,-15
2/26/24,408,411.455,412.16,407.36,407.54,22,-12
2/23/24,613,415.67,415.86,408.97,410.34,41,-13
2/22/24,827,410.19,412.83,408.57,411.65,27,-15
2/21/24,601,400.17,402.29,397.22,402.18,16,-21
2/20/24,433,403.24,404.49,398.01,402.79,15,-7
2/19/24,202,,,,,6,-3
2/16/24,1026,407.96,408.29,403.44,404.06,23,-21
2/15/24,705,408.14,409.13,404.29,406.56,35,-40
2/14/24,615,408.07,409.84,404.57,409.49,36,-20
2/13/24,555,404.94,410.071,403.39,406.32,29,-16
2/12/24,305,420.555,420.74,414.75,415.26,28,-9
2/9/24,674,415.25,420.82,415.09,420.55,48,-50
2/8/24,855,414.05,415.56,412.53,414.11,40,-59
2/7/24,598,407.44,414.3,407.4,414.05,20,-27
2/6/24,641,405.88,407.97,402.91,405.49,43,-31
2/5/24,370,409.9,411.16,403.99,405.65,28,-10
2/2/24,776,403.81,412.65,403.56,411.22,95,-27
2/1/24,1321,401.83,408,401.8,403.78,174,-85
1/31/24,3452,406.96,415.32,397.21,397.58,634,-172
1/30/24,1068,412.26,413.05,406.4501,408.59,125,-38
1/29/24,526,406.06,409.98,404.33,409.72,50,-33
1/26/24,1809,404.37,406.17,402.43,403.93,119,-414
1/25/24,998,404.32,407.01,402.5294,404.87,265,-40
1/24/24,503,401.54,405.63,400.45,402.56,33,-28
1/23/24,525,395.75,399.38,393.93,398.9,66,-48
1/22/24,267,400.02,400.62,393.59,396.51,17,-29
1/19/24,803,395.76,398.67,393.5,398.67,50,-17
1/18/24,620,391.72,393.99,390.12,393.87,29,-15
1/17/24,895,387.98,390.11,384.81,389.47,79,-13
1/16/24,703,393.66,394.03,387.6229,390.27,43,-13
1/15/24,241,,,,,50,-3
1/12/24,1150,385.49,388.68,384.65,388.47,330,-26
1/11/24,728,386,390.68,380.38,384.63,100,-25
1/10/24,800,376.37,384.17,376.32,382.77,25,-44
1/9/24,581,372.01,375.99,371.19,375.79,32,-46
1/8/24,244,369.3,375.2,369.01,374.69,10,-16
1/5/24,671,368.97,372.06,366.5,367.75,20,-20
1/4/24,457,370.665,373.1,367.17,367.94,9,-17
1/3/24,479,369.01,373.2562,368.51,370.6,26,-36
1/2/24,212,373.86,375.9,366.771,370.87,18,-18
1/1/24,123,,,,,4,-7
12/29/23,628,376,377.16,373.48,376.04,35,-131
12/28/23,1533,375.37,376.458,374.16,375.28,29,-708
12/27/23,315,373.69,375.06,372.8116,374.07,23,-6
12/26/23,182,375,376.94,373.5,374.66,10,-6
12/25/23,132,,,,,5,-4
12/22/23,448,373.68,375.18,372.71,374.58,25,-29
12/21/23,628,372.56,374.41,370.04,373.54,32,-35
12/20/23,538,375,376.03,370.53,370.62,20,-9
12/19/23,433,371.49,373.26,369.84,373.26,20,-12
12/18/23,199,369.45,373,368.68,372.65,15,-3
12/15/23,664,366.85,372.4,366.28,370.73,29,-38
12/14/23,692,373.31,373.76,364.13,365.93,43,-29
12/13/23,668,376.02,377.6361,370.77,374.37,26,-14
12/12/23,586,370.85,374.42,370.46,374.38,16,-21
12/11/23,235,368.48,371.6,366.1,371.3,7,-9
12/8/23,720,369.2,374.46,368.23,374.23,17,-15
12/7/23,705,368.23,371.4527,366.32,370.95,14,-18
12/6/23,675,373.54,374.18,368.03,368.8,20,-29
12/5/23,540,366.45,373.075,365.621,372.52,20,-40
12/4/23,242,369.1,369.52,362.9,369.14,11,-14
12/1/23,672,376.76,378.16,371.31,374.51,30,-29
11/30/23,719,378.49,380.09,375.47,378.91,36,-14
11/29/23,735,383.76,384.3,377.44,378.85,55,-10
11/28/23,537,378.35,383,378.16,382.7,36,-14
11/27/23,265,376.78,380.64,376.2,378.61,10,-13
11/24/23,338,377.33,377.97,375.135,377.43,13,-19
11/23/23,846,,,,,73,-32
11/22/23,1648,378,379.7899,374.965,377.85,58,-60
11/21/23,4501,375.67,376.2215,371.12,373.07,422,-89
11/20/23,2838,371.22,378.87,371,377.44,125,-63
11/17/23,1050,373.61,374.37,367,369.85,68,-9
11/16/23,1519,370.96,376.35,370.18,376.17,44,-16
11/15/23,675,371.28,373.13,367.11,369.67,60,-11
11/14/23,522,371.01,371.95,367.3454,370.27,28,-7
11/13/23,371,368.22,368.47,365.9,366.68,29,-4
11/10/23,712,361.49,370.1,361.07,369.67,33,-31
11/9/23,756,362.3,364.79,360.362,360.69,70,-28
11/8/23,772,361.68,363.87,360.55,363.2,121,-8
11/7/23,624,359.4,362.46,357.63,360.53,46,-14
11/6/23,240,353.45,357.54,353.35,356.53,16,-10
11/3/23,596,349.63,354.39,347.33,352.8,29,-21
11/2/23,535,347.24,348.83,344.77,348.32,44,-12
11/1/23,605,339.79,347.42,339.65,346.07,29,-36
10/31/23,570,338.85,339,334.69,338.11,35,-25
10/30/23,269,333.41,339.45,331.83,337.31,34,-9
10/27/23,939,330.425,336.72,328.4007,329.81,80,-71
10/26/23,1625,340.54,341.63,326.94,327.89,252,-69
10/25/23,2992,345.02,346.2,337.62,340.67,609,-87
10/24/23,919,331.3,331.84,327.6,330.53,63,-19
10/23/23,351,325.47,332.725,324.39,329.32,24,-9
10/20/23,539,331.72,331.92,325.45,326.67,28,-31
10/19/23,542,332.15,336.88,330.91,331.32,21,-21
10/18/23,615,332.49,335.59,328.3,330.11,30,-36
10/17/23,763,329.59,333.46,327.41,332.06,34,-94
10/16/23,386,331.05,336.14,330.6,332.64,15,-13
10/13/23,1212,332.38,333.83,326.36,327.73,33,-92
10/12/23,929,330.565,333.6299,328.72,331.16,39,-124
10/11/23,527,331.21,332.82,329.14,332.42,17,-27
10/10/23,479,330.96,331.1,327.67,328.39,32,-23
10/9/23,221,324.75,330.3,323.18,329.82,9,-3
10/6/23,608,316.55,329.19,316.3,327.26,15,-34
10/5/23,585,319.09,319.98,314.9,319.36,17,-43
10/4/23,705,314.03,320.04,314,318.955,15,-25
10/3/23,762,320.83,321.39,311.215,313.39,27,-23
10/2/23,246,316.28,321.888,315.18,321.8,17,-7
9/29/23,687,317.75,319.47,314.98,315.75,19,-28
9/28/23,811,310.99,315.48,309.45,313.64,31,-55
9/27/23,838,312.3,314.299,309.69,312.79,49,-29
9/26/23,644,315.13,315.88,310.02,312.14,37,-29
9/25/23,435,316.59,317.67,315,317.54,18,-16
9/22/23,1365,321.32,321.45,316.15,317.01,34,-34
9/21/23,580,319.26,325.3499,315,319.53,29,-22
9/20/23,1157,329.51,329.59,320.51,320.77,80,-81
9/19/23,821,326.17,329.39,324.51,328.65,16,-56
9/18/23,157,327.8,330.4,326.36,329.06,10,-7
9/15/23,547,336.92,337.3975,329.65,330.22,38,-23
9/14/23,560,339.148,340.86,336.57,338.7,28,-24
9/13/23,578,331.31,336.85,331.17,336.06,13,-41
9/12/23,512,335.815,336.79,331.48,331.77,28,-29
9/11/23,254,337.24,338.42,335.43,337.94,12,-9
9/8/23,780,330.09,336.16,329.46,334.27,28,-72
9/7/23,699,331.29,333.08,329.03,329.91,21,-74
9/6/23,555,333.38,334.46,330.18,332.88,38,-17
9/5/23,222,329,334.85,328.66,333.55,9,-6
9/4/23,181,,,,,6,-4
9/1/23,448,331.31,331.99,326.78,328.66,10,-7
8/31/23,489,329.2,330.9099,326.78,327.76,22,-17
8/30/23,438,328.67,329.81,326.445,328.79,26,-13
8/29/23,462,321.88,328.9835,321.88,328.41,20,-12
8/28/23,200,325.66,326.15,321.722,323.7,5,-5
8/25/23,598,321.47,325.36,318.8001,322.98,19,-29
8/24/23,749,332.85,332.98,319.96,319.97,35,-11
8/23/23,1052,323.82,329.2,323.46,327,38,-8
8/22/23,983,325.5,326.075,321.46,322.46,34,-29
8/21/23,165,317.93,322.77,317.04,321.88,3,-5
8/18/23,699,314.49,318.38,311.5508,316.48,14,-110
8/17/23,401,320.54,321.87,316.21,316.88,21,-18
8/16/23,426,320.8,324.42,319.8035,320.4,21,-15
